name,id,longitude_deg,latitude_deg
Pacharmalikpura,PCMK,75.3950944,27.2060262
Renwal,RNW,75.3563724,27.1496899
Sanodiya,SFE,75.2808236,27.0153415
Dabla,DBLA,75.9464734,27.8887474
Kanwat,KAWT,75.6761160,27.5871034
Khachera,KHRA,75.6487396,27.5299984
Shri Madhopur,SMPR,75.5984542,27.4579078
Biwai,BW,76.6954099,27.1100021
Jhir,JHIR,76.1157168,26.8525534
Kolvagram,KVGM,76.4691808,26.9898312
Karanpura,KPO,76.7786229,27.1233210
Mandawar Mahwa Road,MURD,76.8506582,27.1560176
Helak,HK,77.3744856,27.2343197
Kherli,KL,77.0372395,27.2000765
Paprera,PPEA,77.3044596,27.2256107
Ajaraka,AIA,76.5643053,27.9599495
Baswa,BU,76.5756828,27.1509190
Chiksana,CIK,77.6574711,27.2009711
Dhigawara,DGW,76.6191845,27.3215857
Ghatla,GAL,76.6301758,27.7365099
Gulana,GLNA,76.5641229,27.1131019
Harsauli,HSI,76.6149933,27.8655192
Khairthal,KRH,76.6418790,27.7975199
Mahwa,MWW,76.6154105,27.4614923
Malakhera,MKH,76.6188991,27.3902263
Parisal,PSL,76.6154983,27.6814211
Rajgarh,RHG,76.6065354,27.2421616
Ranikund Rarah,RKR,77.5557220,27.3243878
Jadoli Ka Bas,JBS,76.8808771,27.5394834
Ootwar,OTD,76.7327782,27.6260796
Bedham,BEDM,77.2094439,27.4540824
Brij Nagar,BINR,77.0898898,27.4394458
Deeg,DEEG,77.3247519,27.4870221
Govind Garh,Govind Garh,76.9874355,27.4995185
Bhaton Ki Gali,BHG,75.7126996,27.1054198
Chhota Gudha,COD,75.5895715,27.3061569
Chomun Samod,COM,75.7025757,27.1578424
Loharwara,LHW,75.6764318,27.1998808
Nindhar Benar,NDH,75.7293135,27.0039747
Jind Junction,JIND,76.2891706,29.3296897
Bawani Khera,BWK,76.0328270,28.9388374
Julana,JNA,76.3952808,29.1211051
Rampura Phul,PUL,75.2360534,30.2684390
Gandhigram,GG,72.5688456,23.0265085
Narwana Junction,NRW,76.1091084,29.5891352
Charlapalli,CHZ,78.6061924,17.4579367
Ghanpur,GNP,79.3762087,17.8499624
Raigir,RAG,78.9416221,17.5511712
Pagidipalli,PGDP,78.8207265,17.4845279
Ghatkesar,GT,78.6783325,17.4530571
Aler,ALER,79.0485254,17.6457664
Bhongir,BG,78.8983453,17.5242815
Raghunathpalli,RGP,79.2565617,17.7571541
Pembarti,PBP,79.1171712,17.6929459
Jhang Sadar,JGH,72.3264330,31.2603506
Panposh,PPO,84.8061306,22.2287574
Shivaji Bridge,CSB,77.2261499,28.6334387
Tilak Bridge,TKJ,77.2379589,28.6275294
Samalkha,SMK,77.0030287,29.2415246
Khajuraho,KURJ,79.8892575,24.7969130
Binaiki,VNK,79.9031003,22.7197702
Pindrai,PDE,80.0467499,22.5122384
Dalgaon,DLO,89.1371707,26.7143829
Pallikona,POA,80.8041972,16.0613262
Bhattiprolu,BQU,80.7882513,16.1051714
Pantnagar,PBW,79.4610163,29.0389739
Keolari,KLZ,79.9091741,22.3751368
Bhitoni,BHTN,79.6734089,23.1424754
Fatuhi,FTH,73.8693210,30.0531829
Kotha Pakki,KTPK,73.9482928,30.1454366
Orki,ORKI,73.8922382,30.0932421
Budhsinghwala,BDSW,74.2226607,29.8317084
Hirnawali,HLW,74.2724165,29.7101206
Katni South,KTES,80.4295301,23.8045872
Urga,URGA,82.7363087,22.2689732
Saragbundia,SRBA,82.7324034,22.2129844
Sihora Road,SHR,80.1101371,23.4670341
Bikrampur,BMR,79.5861727,23.0821188
Sontalai,SQL,77.9501030,22.6132670
Gurra,GRO,77.8692859,22.6321775
Kondapuram,KDP,78.1939687,14.7733698
Mangapatnam,MUM,78.2604785,14.7361955
Garladinne,GDE,77.5926554,14.8271008
Usmanabad,USM,76.0234660,18.2485376
Jagdevwala,JDL,73.4766639,28.3259197
Adilabad,ADB,78.5361442,19.6807520
Himayatnagar,HEM,77.8689831,19.4169777
Kinwat,KNVT,78.2030487,19.6185297
Pimpalkhuti,PMKT,78.5813883,19.8298225
Lamta,LTA,80.1243368,22.1362701
Ranuj,RUJ,72.2134629,23.7605259
Dhinoj,DHJ,72.2818289,23.6706955
Baripada,BPO,86.7359342,21.9343682
Anpara,ANPR,82.7661238,24.2169079
Maholi,MAHO,80.4768288,27.6486483
Karaila Road Junction,KRLR,82.7247714,24.2694887
Khambhaliya,KMBL,69.6579569,22.2178379
Rasra,RSR,83.8583213,25.8613825
Tummanamgutta,TAT,78.3705827,13.7116588
Harippad,HAD,76.4639010,9.2755618
Ambalapuzha,AMPA,76.3627219,9.3862866
Midhakur,MIQ,77.8658223,27.1505289
Dighori Buzurg,DGY,79.2307301,21.1090118
Betamcherla,BMH,78.1484138,15.4492240
Morena,MRA,78.0037548,26.5009502
Banmore,BAO,78.0987650,26.3554559
Sitafalmandi,STPD,78.5199033,17.4278820
Darjeeling,DJ,88.2630060,27.0381051
Bokajan,BXJ,93.7801456,26.0194722
Pavurchatram,PCM,77.3759299,8.9150913
Talwandi,TWB,74.9245153,30.8610954
Subedarganj,SFG,81.7902306,25.4400430
Khaga,KGA,81.1013173,25.7622035
Karbigwan,KBN,80.5060277,26.1979388
Biradhwal,BDWL,73.8967540,29.1743972
Rajiyasar,RJS,73.8422025,29.0674564
Kashipur,KPV,78.9614858,29.2051814
Pernem,PERN,73.8168585,15.7091255
Chandur,CND,77.9825986,20.8037528
Timtala,TMT,77.7953980,20.8122722
Sindi,SNI,78.8832426,20.8156785
Yermaras,YS,77.3473786,16.2727291
Kurali,KRLI,76.5718960,30.8349040
Manubolu,MBL,79.8778215,14.2269683
Sakharayapatna,SHYP,75.9311375,13.4322623
Kanivehalli,KNVH,75.8931104,13.3272807
Harangul,HGL,76.4962814,18.3904910
Varangaon,VNA,75.9015815,21.0101597
Basmat,BMF,77.1515379,19.3335023
Savda,SAV,75.9102047,21.1105013
Dalmau Junction,DMW,81.0544022,26.0756473
Paras,PS,76.8166480,20.7250999
Nandura,NN,76.4603868,20.8386425
Malkapur,MKU,76.2041125,20.8921453
Shegaon,SEG,76.6900221,20.8015790
Intakanne,INK,79.8610855,17.7284600
Tadla Pusapalli,TAA,79.9552664,17.6261174
Yelgur,YGL,79.7473344,17.8613981
Gundratimadugu,GUU,80.0797787,17.5320040
Ippuguda,IPG,79.3272566,17.8016206
Hasanparthy Road,HSP,79.5025134,18.0779041
Jammikunta,JMKT,79.4769810,18.2899432
Potkapalli,PTKP,79.4643450,18.4286729
Bisugir Sharif,BGSF,79.4831019,18.3476310
Uppal,OPL,79.4817360,18.1824557
Kolanoor,KOLR,79.4188985,18.4964252
Peddampet,PPZ,79.4270466,18.8040707
Odela,OEA,79.4492737,18.4563152
Kottapally,KYOP,79.4034074,18.5398231
Ravindrakhani,RVKH,79.4617289,18.9368269
Mandamari,MMZ,79.4700738,18.9701430
Belampalli,BPA,79.4861434,19.0524540
Bidadi,BID,77.3902401,12.8004733
Palia,PLA,80.5825700,28.4264151
Akividu,AKVD,81.3689480,16.5829176
Vellore Town,VT,79.1249525,12.9230907
Modinagar,MDNR,77.5721616,28.8281755
Kaldhari,KLDI,81.6779061,16.8362703
Hilsa,HIL,85.2770406,25.3173575
Rafiganj,RFJ,84.6346325,24.8198158
Tehta,THA,84.9847259,25.1124956
Siuri,SURI,87.5305277,23.8901536
Forbesganj,FBG,87.2622760,26.2988872
Jogbani,JBN,87.2636993,26.4028039
Bhigwan,BGVN,74.7744545,18.3172089
Jinti Road,JNTR,74.8784813,18.3246984
Taherpur,THP,88.5436856,23.2599433
Chatrapathi Shivaji Terminus,CSTM,72.8353405,18.9402011
Sandhurst Road,SNRD,72.8393397,18.9609351
Basai,BZY,78.3942838,25.1427124
Bijrotha,BJA,78.4211582,24.9466116
Dailwara,DWA,78.3933342,24.7805356
Jakhaura,JHA,78.4004814,24.8707647
Jiron,JRO,78.3612937,24.6079576
Matatila,MZX,78.4023797,25.0850045
Talbahat,TBT,78.4143939,25.0391582
Dhaura,DUA,78.3219214,24.4505019
Jakhalaun,JLN,78.3419690,24.5472429
Mohasa,MXS,78.2877641,24.3756427
Karonda,KOA,78.2651192,24.3302172
Bareth,BET,77.9998463,23.9144447
Kalhar,KAH,78.0575201,23.9769764
Ganj Basoda,BAQ,77.9446199,23.8459129
Pabai,PAI,77.9320048,23.7677275
GulabhGanj,GLG,77.9119025,23.6837781
Sorai,SORI,77.8505688,23.5566806
Sumer,SUMR,77.8798975,23.6253811
Anant Paith,AEH,78.2764290,25.9553504
Antri,ARI,78.2269532,26.0356437
Bhadbhadaghat,BVB,77.5354676,23.3748405
Bhopal Junction,BPL,77.4138893,23.2677903
Bijauli,BJI,78.5174923,25.3762402
Birlanagar,BLNR,78.1952532,26.2376759
Dabra,DBA,78.3305079,25.8818881
Datia,DAA,78.4559832,25.6406595
DewanGanj,DWG,77.5924073,23.4286917
Karari,KRQ,78.5088874,25.5307738
Khajraha,KHJ,78.4783676,25.3040736
Kotra,KTRA,78.3810884,25.8112557
Nurabad,NUB,78.0776348,26.4050848
Salamatpur,SMT,77.6724853,23.4609480
Sank,SANK,78.0597694,26.4304728
Sikroda Kwanri,SIKD,77.9631409,26.5695519
Sonagir,SOR,78.4092119,25.7298086
Sukhisewaniyan,SUW,77.4853581,23.3404292
Gohad Road,GOA,78.4085547,26.4680914
Itehar,AAH,78.6720259,26.5618730
Nonera,NNE,78.3059887,26.4264194
Rethorakalan,RAKL,78.2607273,26.3920138
Sondha Road,SCN,78.4841356,26.4983516
Soni,SONI,78.5514835,26.5262514
Ikdori,IKD,76.9517329,26.0543688
Khojeepura,KJP,76.8582195,25.9213851
Milaoli,MIAL,78.1034021,26.3402989
Motijheel,MTJL,78.1422751,26.2501189
Sabalgarh,SBL,77.4085265,26.2507702
Sheopur Kalan,SOE,76.7005131,25.6713626
Sikroda,SKU,77.7330244,26.3397350
Sumaoli,SMV,77.9157006,26.3734323
Badarwas,BDWS,77.5635523,24.9857652
Ghatigaon,GHAI,77.9383120,26.0663746
Kolaras,KLRS,77.5910469,25.2256197
Mohana,MOJ,77.7630295,25.8973398
Panihar,PNHR,78.0230752,26.1049627
Parakheda,PARH,77.6410833,25.7047244
Chachaura Binaganj,CBK,77.0159809,24.1772233
Kumbhraj,KHRJ,77.0789640,24.3626186
Mahugara,MUGA,77.2395746,24.6253825
Pachor Road,PFR,76.7417314,23.7287586
Sarangpur Road,SAPR,76.4877294,23.5811517
Sarangpur,SFW,76.4735986,23.5740539
Udyan Kheri,UDK,76.6287205,23.6710171
Vijaipur,VJP,77.1622607,24.4926550
Shajapur,SFY,76.2978867,23.4253101
Bandikui Junction,BKI,76.5659328,27.0392308
Bassi,BAI,76.0477369,26.8411093
Kanauta,KUT,75.9554005,26.8422037
Khatipura,KWP,75.8910715,26.8361206
Asalpur Jobner,JOB,75.4984928,26.9060036
Bobas,BOBS,75.5676741,26.9135978
Dhanakya,DNK,75.6054696,26.9184279
Ajmer Junction,AII,74.6374229,26.4559562
Gahlota,GLTA,74.9707538,26.6741732
Gegal Akhri,GEK,74.7777295,26.5422102
Kishangarh,KSG,74.8563597,26.5895507
Ladpura,LR,74.7345929,26.5092418
Madar,MD,74.6839162,26.4617254
Naraina,NRI,75.1923330,26.7961239
Sakhun,SK,75.0912756,26.7378132
Sali,SALI,75.0320355,26.7064414
Tilonia,TL,74.9374915,26.6553824
Daurai,DOZ,74.6197316,26.3963593
Lamana,LNA,74.4670059,26.2465973
Makrera,MKRA,74.5336126,26.3111534
Mangaliyawas,MLI,74.4950434,26.2801718
Sendra,SEU,74.1923766,26.0785850
Bagri Nagar,BQN,73.7878820,25.8955723
Bagri Sajjanpur,BGX,73.8245679,25.9184472
Banta Raghunathgarh,BGG,73.5274519,25.6022247
Bar,BAR,74.1111404,26.0641241
Bhagwanpura,BGPR,73.3545044,25.4080740
Bheslana,BILA,73.7171785,25.8238865
Bhinwaliya,BWA,73.4926234,25.5598749
Chandawal,CNL,73.8688870,25.9466892
Dhareshwar,DRS,73.6715735,25.7814611
Falna,FA,73.2351501,25.2359464
Guriya,GRI,73.9547468,25.9974781
Haripur,HP,74.0299066,26.0139948
Jawali,JAL,73.3964696,25.4624495
Khimel,KZQ,73.2778111,25.2974876
Marwar Junction,MJ:1;2;3;4,73.6098555,25.7213879
Rani,RANI,73.3109679,25.3487179
Sojat Road,SOD,73.7542302,25.8610570
Somesar,SOS,73.4508874,25.5202564
Abu Road,ABR,72.7852567,24.4812063
Banas,BNS,72.9892011,24.7136078
Bhimana,BMN,72.8868292,24.5958322
Jawai Bandh,JWB,73.1487237,25.1160889
Keshavganj,KVJ,73.0718607,24.8566140
Kivarli,KWI,72.8427840,24.5407056
Kothar,KTR,73.1238507,24.9801219
Maval,MAA,72.7116413,24.4318426
Mori Bera,MOI,73.1362344,25.0353557
Morthala,MXO,72.8036186,24.5029322
Nana,NANA,73.1098517,24.9246267
Sirohi Road,SOH,73.0396336,24.7911168
Swaroopganj,SRPJ,72.9328566,24.6598363
Hatundi,HTD,74.6494269,26.3657193
Jharwasaa,JWS,74.7051872,26.1952219
Nasirabad,NSD,74.7170432,26.2947182
Bandanwara,BDW,74.6911596,26.1232090
Barundini,BNDI,74.9342829,25.1762194
Lambiya,LMA,74.5870135,25.5844877
Mandalgarh,MLGH,75.0811226,25.1942551
Raila Road,RLR,74.5991449,25.6409422
Bundi,BUDI,75.6508912,25.4086173
Chaksu,CKS,75.9106317,26.5927432
Chauth ka Barwara,CKB,76.1492740,26.0507608
Devpura,DPZ,76.2540621,26.0318154
Durgapura,DPA,75.7870163,26.8550930
Shivdaspura Padampura,SAS,75.8846872,26.7098709
Siras,SRAS,76.0008282,26.2569561
Sureli,SURL,76.0303220,26.1705127
Govindi Marwar,GVMR,75.0929400,27.0314238
Gudha,GA,75.1287503,26.9504896
Kuchaman City,KMNC,74.8514749,27.0533888
Makrana Junction,MKN,74.7245909,27.0372688
Nawa City,NAC,75.0010302,27.0292553
Sambhar Lake,SBR,75.1798971,26.9038913
Bhimal,BIML,73.9224676,24.7524993
Bhupalsagar,BSJ,74.2116275,24.8473372
Debari,DRB,73.8049638,24.6195194
Fatehnagar,FAN,74.0962417,24.8181668
Kapasan,KIN,74.3110046,24.8614365
Khemli,KLH,73.8460786,24.6928934
Mavli Junction,MVJ,73.9738867,24.7942715
Pandoli,PMO,74.3995852,24.8663700
Vallabhnagar,VBN,74.0136014,24.7006087
Dungarpur,DNRP,73.6958272,23.8674556
Jai Samand Road,JYM,73.8689583,24.2214517
Kotana,KTOA,73.7266510,23.9170991
Kundalgarh,KDLG,73.8104451,24.0281986
Rikhabdev Road,RDD,73.7478817,23.9971093
Semari,SES,73.8417920,24.0701932
Udaipur City,UDZ,73.6995530,24.5674934
Zawar,ZW,73.7316097,24.3571961
Asranada,AAS,73.3057265,26.3973607
Banar,BNO,73.1470625,26.3395264
Bhagat Ki Kothi,BGKT,73.0146243,26.2506227
Jodhpur Junction,JU,73.0226091,26.2838023
Kheduli,KQW,74.0142982,26.7588772
Kheri Salwa,KSW,73.3899951,26.4282270
Merta Road Junction,MTD,73.9173496,26.7277217
Pipar Road Junction,PPR,73.4477495,26.4518710
Rai ka Bagh Palace,RKB,73.0402591,26.2916502
Salawas,SZ,73.0140987,26.1395711
Umed,UMED,73.7382178,26.6527894
Ajit,AJIT,72.6772110,25.8596511
Balotra,BLT,72.2472609,25.8301964
Baniya Sanda Dhora,BSDA,71.6682721,25.8597608
Barmer,BME,71.3972952,25.7461424
Baytu,BUT,71.7682713,25.8973073
Bhimarlai,BMQ,71.8820853,25.8930178
Dudia,DUK,72.9041324,25.9357764
Dundara,DOR,72.7974672,25.8957448
Gole,GOLE,71.9998910,25.8917882
Janiyana,JNE,72.3367930,25.8268206
Kavas,KVA,71.5483018,25.8703354
Luni Junction,LUNI,73.0036555,26.0020289
Parlu,PRU,72.4319245,25.8233333
Ramsar,RMX,70.8770988,25.7239295
Samdari Juntion,SMR,72.5737746,25.8371661
Tilwara,TWL,72.1088879,25.8859510
Utarlai,UTL,71.4688443,25.8139464
Nigohan,NHN,81.0460662,26.5675032
Kila Raipur,QRP,75.8269340,30.7587394
Badshahnagar,BNZ,80.9614569,26.8689884
Dornakal Junction,DKJ,80.1530929,17.4452618
Alamnagar,AMG,80.8683337,26.8416234
Dilawarnagar,DIL,80.6679078,26.9596701
Kakori,KKJ,80.8002247,26.8839780
Rahimabad,RBD,80.6040996,26.9977277
Barabanki Junction,BBK,81.1787492,26.9340514
Jugaur,JRR,81.0888944,26.8815593
Safedabad,SFH,81.1167756,26.8980333
Mohanlalganj,MLJ,80.9842657,26.6859203
Ghorpadi,GPR,73.8939317,18.5281480
Aralaguppe,ARGP,76.6134441,13.2533193
Amausi,AMS,80.8417357,26.7747282
Harauni,HRN,80.7478352,26.7063600
Piparsand,POF,80.7967500,26.7419456
Tirutangal Railway station,TTL,77.8099320,9.4767446
Malihabad,MLD,80.7148716,26.9309269
Tahsil Fatehpur,TSF,81.2038354,27.1684101
Soladevanahalli,SDVL,77.4900537,13.0914512
Umri,UMRI,77.6435429,19.0422957
Kondapalli,KI,80.5469943,16.6236778
Rayanapadu,RYP,80.5614840,16.5785558
Belthara Road,BLTR,83.8413544,26.1207383
Chirala,CLX,80.3541580,15.8311616
Badkulla,BDZ,88.5262366,23.3055131
Birnagar,BIJ,88.5518482,23.2362460
Beldanga,BEB,88.2431089,23.9333307
Berhampore Court,BPC,88.2641381,24.0897130
Bethuadahari,BTY,88.3844992,23.6113221
Debagram,DEB,88.3077492,23.6885674
Bhabta,BFT,88.2416238,23.9869493
Cossimbazar,CSZ,88.2674686,24.1198815
Krishnapur,KRP,88.2566475,24.4059584
New Balarampur Halt,NBPH,88.2470259,24.0488001
Pirtala,PRTL,88.2810260,24.3597319
Sargachhi,SGV,88.2443260,24.0181606
Subarnamrigi,SBNM,88.2938797,24.2835985
Bahaderpur,BPD,88.4640623,23.4388336
Dhubulia,DHU,88.4403571,23.4860165
Muragatcha,MGM,88.4210758,23.5299438
Rejinagar,REJ,88.2587650,23.8536615
Sirajnagar Halt,SRJN,88.2695233,23.8221617
Sonadanga,SVH,88.3535053,23.6379954
Bhalukmara,BLMR,94.1237886,26.6695942
Cinnamara,CMA,94.2396687,26.7064259
KENDUKANA,KDKN,91.6444667,26.3685696
Bhojo,BOJ,95.0323158,27.0634851
Naharkatiya,NHK,95.3296189,27.2892551
Namrup,NAM,95.3141847,27.1965638
Dhanera,DQN,72.0327870,24.5033573
Jari,JARI,72.0606838,24.5867464
Diyodar,DEOR,71.7694697,24.1124450
Jenal,JNZ,72.0381398,24.3276499
Varahi,VRX,71.4355602,23.8010383
Ramsan,RXN,72.0351355,24.4148048
Bhimasar,BMSR,70.8869195,23.5336609
Chitrod,COE,70.6659868,23.4372024
Lakadiya,LKZ,70.5782648,23.3403209
Adesar,AAR,70.9726083,23.5527625
Bhabhar,BAH,71.6154562,24.0648367
Pipli,PPLI,71.5164590,23.8144028
Palanpur Junction,PNU,72.4297463,24.1743077
Chandisar,CDS,72.3124341,24.2059782
Karjoda,KRJD,72.4573885,24.2214942
Chitrasani,CTT,72.4860739,24.2643611
Disa,DISA,72.1798375,24.2372229
Iqbal Gadh,IQG,72.5342274,24.3463741
Sarotra Road,SZA,72.5960950,24.3789230
Shri Amirgadh,SIM,72.6414027,24.4042622
Bhandu Motidau,BHU,72.3907384,23.6917752
Chhapi,CHP,72.4003572,24.0336286
Panchot,PHC,72.3375747,23.6356311
Umardashi,UM,72.4204217,24.0999642
Unjha,UJA,72.3818955,23.7968484
Kokrajhar,KOJ,90.2723834,26.4046377
Ichchapuram,IPM,84.6804107,19.1111553
Simhachalam,SCM,83.2206427,17.7452279
Karnal,KUN,76.9696015,29.6950751
Ambli Road,ABD,72.4927246,23.0535440
Pindial,PQL,79.4557756,17.9262047
Sri Kalahasti,KHT,79.6830001,13.7459350
Dudhwakhara,DKX,75.3232841,28.5800647
Hadyal,HYL,75.2685103,28.5325081
Suku,SUKU,82.7264511,18.7147907
Damanjodi,DMNJ,82.8651453,18.7693932
Dumuriput,DMRT,82.8039339,18.7802164
Koraput,KRPU,82.7191878,18.7920095
Marampalli,MRPL,81.6334843,16.8437921
Jagraon,JGN,75.4714935,30.8009821
Dhariwal,DHW,75.3241648,31.9514071
Shadnagar,SHNR,78.2132087,17.0644630
Balanagar,BABR,78.1892264,16.9479077
Curry Road,CRD,72.8329268,18.9942152
Nagari,NG,79.5790182,13.3077526
Nandikur,NAND,74.8058235,13.1327403
Tankuppa,TKN,85.1198543,24.7034654
Moth,MOTH,78.9472294,25.7399704
Chennai Beach,MSB,80.2924408,13.0938617
Chennai Egmore,MS,80.2615358,13.0779106
Kodambakkam,MKK,80.2306892,13.0516624
Mambalam,MBM,80.2277729,13.0380730
Nungambakkam,NBK,80.2327627,13.0655132
Perambur Carriage Works,PCW,80.2389389,13.1073124
Perambur,PER,80.2442421,13.1073558
Royapuram,RPM:1,80.2936736,13.1042650
Saidapet,SP,80.2237191,13.0233098
Chennai Central,MAS,80.2750788,13.0823593
Chepauk,MCPK,80.2807553,13.0626554
Thiruvallikeni,MTCN,80.2807305,13.0559613
Malur,MLO,77.9389511,12.9927453
Bhesana,BFY,72.3312372,23.4982430
Nabadwip Dham,NDAE,88.3566997,23.3975459
Kem,KEM,75.2746335,18.1767667
Amguri,AGI,94.5239174,26.8129862
Gumada,GMDA,83.4575223,18.8876224
Kuneru,KNRT,83.4401121,18.9673899
Gotlam,GTLM,83.3544375,18.2031794
Garudubilli,GRBL,83.3373079,18.2462723
Gajapatinagaram,GPI,83.3337987,18.2932945
Komatipalli,KMX,83.3414224,18.3810948
Donkinavalasa,DNV,83.3517204,18.4712479
Sitanagaram,SNM,83.3654612,18.6573054
Parvatipuram,PVP,83.4271570,18.7699030
Jhadupudi,JPI,84.6126576,19.0280045
Golanthra,GTA,84.7405194,19.2185898
Palasa,PSA,84.4222608,18.7567994
Summadevi,SUDV,84.4585664,18.7944778
Mandasa Road,MMS,84.4944675,18.8409212
Baruva,BAV,84.5546726,18.9010371
Pundi,PUN,84.3706175,18.6650124
Harishchandrapuram,HCM,84.1223110,18.4789896
Kotabommali,KBM,84.1996764,18.4879150
Srikakulam Road,CHE,83.9038874,18.4088178
Urlam,ULM,83.9884842,18.4345460
Tilaru,TIU,84.0723563,18.4700016
Gujjangivalasa,GUL,83.5051656,18.2258105
Garividi,GVI,83.5316577,18.2739648
Chipurupalle,CPP,83.5693526,18.3164556
Sigadam,SGDM,83.6814576,18.3603348
Nellimarla,NML,83.4593358,18.1882741
Mallividu,MVW,83.1729709,17.9704755
Tyada,TXD,83.0436628,18.2187830
Chimidipalli,CMDP,83.0771276,18.2626142
Kottavalasa Junction,KTV,83.1857811,17.8929826
Kantakpalle,KPL,83.2084308,17.9545477
Alamanda,ALM,83.2715741,18.0123670
Korukonda,KUK,83.3200652,18.0539063
Hamsavaram,HVM,82.4894997,17.3163415
Regupalem,REG,82.7905456,17.5053772
Bayyavaram,BVM,82.9301779,17.6597328
Durgada Gate,DGDG,82.3492675,17.2123825
Ravikampadu,RVD,82.3678469,17.2297582
Bikkavolu,BVL,82.0313151,16.9693047
Brahmanagudem,BMGM,81.6751689,16.9347156
Chagallu,CU,81.6899975,16.9639170
Pasivedala,PSDA,81.7009667,16.9934010
Unguturu,VGT,81.4260096,16.8250938
Chiluvur,CLVR,80.6173065,16.3802945
Kolanukonda,KAQ,80.6045067,16.4488854
Chinnaravuru,CIV,80.6562780,16.2236681
Raghavapuram,RGPM,79.4105862,18.6802390
Asifabad Road,ASAF,79.4166564,19.2584451
Sonegaon,SNN,78.7095934,20.6288701
Manoharabad,MOB,78.4542243,17.7555552
Wadiaram,WDR,78.4554965,17.9721482
Mirzapalli,MZL,78.4153163,18.0180529
Akanapet,AKE,78.3978264,18.1133146
Kamareddi,KMC,78.3357595,18.3254471
Jankampet Junction,JKM,78.0528682,18.7055699
Navipet,NVT,78.0158038,18.7670533
Bandarupalle,BDPL,80.3625198,16.3652404
Piduguralla,PGRL,79.8782226,16.4778095
Valigonda,VLG,79.0081156,17.3673204
Nallapadu,NLPD,80.3923898,16.3085542
Tsunduru,TSR,80.5860728,16.1572542
Angalakuduru,AKU,80.6108819,16.2454790
Peddavadlapudi,PVD,80.6130692,16.4142863
Modukuru,MDKU,80.5827836,16.1238040
Jandrapeta,JAQ,80.3331399,15.8090137
Ipurupalem,IPPM,80.3855568,15.8522619
Appikatla,APL,80.5146523,15.9706912
Nidubrolu,NDO,80.5578929,16.0688034
Uppugunduru,UGD,80.1928760,15.6490209
Ulavapadu,UPD,80.0132261,15.1670594
Singarayakonda,SKM,80.0265533,15.2538758
Talamanchi,TMC,79.9976570,14.6081538
Alluru Road,AXR,79.9890479,14.7099067
Namburu,NBR,80.4964858,16.3589939
Phirangipuram,PPM,80.2574592,16.2927568
Perecherla,PRCA,80.3395464,16.3189205
Malkapuram,MLK,77.9683143,15.3690079
Panyam,PNM,78.3408821,15.5004168
Krishnammakona,KEF,78.2546098,15.5051013
Tarlupadu,TLU,79.2204605,15.6597677
Markapur Road,MRK,79.3018278,15.7142575
Gajjelakonda,GJJ,79.3865032,15.7629033
Vinukonda,VKN,79.7492329,16.0514404
Maddikera,MKR,77.4120372,15.2565084
Jakkalacheruvu,JKO,77.7276204,15.1091843
Regadipalli,RLL,78.1360877,14.8142476
Tadipatri,TU,77.9755792,14.9092745
Komali,KMQA,77.9312059,14.9334701
Vemulapadu,VML,77.8534728,15.0184390
Kamalapuram,KKM,78.6668675,14.5923587
Yerragudipad,YGD,78.6104116,14.6165856
Kalamalla,KMH,78.4758866,14.6654070
Gangayapalle,GPY,78.7172965,14.5536401
Ontimitta,VNM,79.0175675,14.3922849
Bhakarapet,BKPT,78.9419724,14.4140189
Anantarajupet,ANE,79.3024202,13.9997441
Pullampet,PMT,79.2052023,14.1207242
Nandalur,NRE,79.1041562,14.2709434
Balapalle,BLPE,79.4064148,13.8114411
Renigunta Junction,RU,79.5067317,13.6385630
Yerpedu,YPD,79.5762615,13.6876869
Vendodu,VDD,79.7277206,14.0261911
Ekambarakuppam,EKM,79.5734554,13.3182150
Nemakallu,NMLU,77.3720946,15.3559798
Nagarur,NRR,77.3145602,15.5396090
Kupgal,KGL,77.2198452,15.7275935
Dharur,DRR,77.7581834,17.2889590
Godamgura,GDQ,77.8666955,17.2897567
Chitgidda,CTF,77.9734769,17.3940361
Kohir Deccan,KOHR,77.7117628,17.6097189
Bhogpur Sirwal,BPRS,75.6448193,31.5548362
Hadapsar,HDP,73.9278252,18.5269670
Loni,LONI,74.0207968,18.4908539
Manjari Budruk,MJBK,73.9715557,18.5125120
Ambur,AB,78.7221044,12.7839622
Ankola,ANKL,74.3320824,14.6455369
Balli,BLLI,74.0214441,15.1517965
Bijoor,BIJR,74.6426944,13.8219815
Harwada,HAA,74.2583490,14.7402948
Manki,MANK,74.4938898,14.1748013
Senapura,SEN,74.6845244,13.7180408
Lohian Khas Junction,LNK,75.1967503,31.1651834
Kedgaon,KDG,74.3767149,18.4820871
Khutbav,KTT,74.3160580,18.4861218
Yavat,YT,74.2562449,18.4892605
Haveri,HVR,75.4114599,14.7946631
Ratnagiri,RN,73.3581672,17.0032383
Savarda,SVX,73.5149760,17.4046189
Zarap,ZARP,73.7339056,15.9482981
Bitragunta,BTTR,79.9839068,14.7658967
Kurseong,KGN,88.2772471,26.8775885
Sonada,SAD,88.2736701,26.9607773
Tung,TUNG,88.2956204,26.9225408
Thokur,TOK,74.8294006,12.9632272
Gollaprolu,GLP,82.2905266,17.1513585
Kanniyakumari,CAPE,77.5465966,8.0879502
Annavaram,ANV,82.4192957,17.2693532
